state_key	source_id	phase	atom_i_1based	atom_i_name	atom_i_xyz_raw_nm	atom_j_1based	atom_j_name	atom_j_xyz_raw_nm	distance_nm	coordinate_g96_sha256
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	0.26717845960265335	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	0.26572995625574336	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	0.33605534182885116	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	0.4854736790523777	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.37421622700064572	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.52987752267368815	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.50150042211120982	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.14824048021793784	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.14795360895746837	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.14813346426421939	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.29658917834348086	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.18736790713925772	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.36089342632730709	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	1	S1	"[""4.777676017"",""4.919538424"",""4.969028394""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.42505442273312133	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	0.22051987570149648	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	0.35208531908537999	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	0.26647346100037106	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	0.2670659553457464	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	0.26353698806468312	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.43587902219475749	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.4655360362008073	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.42270089314113551	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.39372529866160549	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.44786667768649552	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.2930589437201418	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.13595551426661176	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.23755980424708931	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.23201938668099109	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	2	F1	"[""4.958855382"",""5.189461177"",""4.897758322""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.37712542259518311	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	0.26250300835298929	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	0.26148551848333934	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	0.35209310847103681	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	0.25763140118910077	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.3759744567291734	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.41570926290205051	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.27572024155751368	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.45143545671347624	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.49386124404746151	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.44543086740735499	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.13774984810535548	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.23481040123147714	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.23386833297503726	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	3	F2	"[""5.061976037"",""5.190309613"",""5.092679912""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.30416117594367442	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	0.2210629982671112	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	0.38026701842046473	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	0.42097741665794747	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.27328981631487076	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.44322484188576511	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.31371134376948084	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.29374970420102092	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.30040798236141719	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.38124805566651293	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.23345284092726859	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.13755310963638109	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.30870623301126532	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	4	F3	"[""4.935209981"",""4.976531361"",""5.177161007""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.30895997190726354	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	0.43429817743862503	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	0.46133293266089037	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.4574564069057529	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.58507330753442666	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.46693649371080681	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.37931577524226462	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.28875271436535288	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.30409747262969405	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.23077381918234621	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.13712622667249405	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.37839331975591567	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	5	F4	"[""4.805487379"",""5.142693204"",""5.110594216""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.4567913309003041	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	0.22024457834197453	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.2777287796946144	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.27229431082594141	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.35308634675354672	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.28342680618489347	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.47981836014473944	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.3408283647683874	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.23868590590566482	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.31911034604140642	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.13493720025730402	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	6	F5	"[""5.078418648"",""4.961946104"",""4.825192893""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.2351313945600898	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	0.35196601180263321	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.26040829481217936	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.27468462911399172	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.46513241729362598	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.61419949131028651	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.49015880709226523	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	14	C1	"[""5.003956809"",""5.109112900"",""4.997727905""]"	0.23304791806867262	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	15	C2	"[""4.884006569"",""5.039461156"",""5.066080363""]"	0.37947115701697143	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	16	C3	"[""5.120464405"",""5.027315298"",""4.935497339""]"	0.13764797496427925	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	7	F6	"[""5.213327328"",""5.120956357"",""4.896066455""]"	17	C4	"[""5.199074965"",""4.927612325"",""5.024064755""]"	0.232311449059212	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	9	F8	"[""5.306132052"",""4.884338393"",""4.952738338""]"	0.21773116480505336	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	10	F9	"[""5.245802024"",""4.989192180"",""5.134886976""]"	0.21867287261664892	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	11	O1	"[""4.872493553"",""4.808207228"",""4.944733546""]"	0.27983082854077984	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	12	O2	"[""4.669266688"",""4.892047102"",""5.065888680""]"	0.46341216374257826	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
primary__TH_FGA3-CG302-FGA3_+2h	GEO_A	START	8	F7	"[""5.127237901"",""4.821507892"",""5.059771375""]"	13	O3	"[""4.740614262"",""4.999759284"",""4.850139525""]"	0.47454916448979478	bf6d3b621559c8a9eab217fdb97f1679c9dff8be0a8702542092e3f650516442
